Total Transacitons Scanned: 5773
Relevant Transactions Found: 2028


>>> AUDIT FOR SYMBOL: TSLA <<<
------------------------------------------------------------------------------------------------------------------------
| Date       | ID                   | Type   | Side | Qty  | AdjQty | Mult | Split | RunQty (Adj) | Path
| 2024-04-25 | zTB6WuVToRPsN1tme1SP | stock  | SELL | -200   | -200     | 1     | 1     | 200        | ...transactions/zTB6WuVToRPsN1tme1SP
| 2024-04-25 | knTi1M1PNMJ2ubaGeA8b | stock  | BUY  | 200    | 200      | 1     | 1     | 400        | ...transactions/knTi1M1PNMJ2ubaGeA8b
| 2024-04-25 | yk3d31fn3ie1VfUePmuu | stock  | SELL | -200   | -200     | 1     | 1     | 200        | ...transactions/yk3d31fn3ie1VfUePmuu
| 2024-04-25 | 3g6bIiPgfm5WxBWoSV7s | stock  | BUY  | 200    | 200      | 1     | 1     | 400        | ...transactions/3g6bIiPgfm5WxBWoSV7s
| 2024-04-25 | 7mbCrjShq5OA3T7vPuvJ | stock  | SELL | -200   | -200     | 1     | 1     | 200        | ...transactions/7mbCrjShq5OA3T7vPuvJ
| 2024-04-25 | s2xKIe7bt0NqxlFcsD0C | stock  | SELL | -200   | -200     | 1     | 1     | 0          | ...transactions/s2xKIe7bt0NqxlFcsD0C
| 2024-04-25 | oAtvMpW5vjAJpsiaUpZl | stock  | SHORT | -200   | -200     | 1     | 1     | -200       | ...transactions/oAtvMpW5vjAJpsiaUpZl
| 2024-04-25 | QQvEjsYAuKomkJozvpdn | stock  | COVER | 177    | 177      | 1     | 1     | -23        | ...transactions/QQvEjsYAuKomkJozvpdn
| 2024-04-25 | q4GjDDtEEFjLRFlHPlI4 | stock  | COVER | 23     | 23       | 1     | 1     | 0          | ...transactions/q4GjDDtEEFjLRFlHPlI4
| 2024-04-25 | ilUpO1dxDtQImCK2QCcZ | stock  | BUY  | 400    | 400      | 1     | 1     | 400        | ...transactions/ilUpO1dxDtQImCK2QCcZ
| 2024-04-26 | T5F6BYAqDY9Xac2m01rb | stock  | BUY  | 200    | 200      | 1     | 1     | 600        | ...transactions/T5F6BYAqDY9Xac2m01rb
| 2024-04-26 | KoZutj6Z3XkIIFnBNIVP | stock  | SELL | -600   | -600     | 1     | 1     | 0          | ...transactions/KoZutj6Z3XkIIFnBNIVP
| 2024-04-26 | 3F1bf0id0tuhPv1JNWnH | stock  | BUY  | 350    | 350      | 1     | 1     | 350        | ...transactions/3F1bf0id0tuhPv1JNWnH
| 2024-04-26 | 71lRrjUNQGsDsMQ1fnNU | stock  | SELL | -350   | -350     | 1     | 1     | 0          | ...transactions/71lRrjUNQGsDsMQ1fnNU
| 2024-04-29 | 6ILGK0shSAXTJUL51HKE | stock  | SHORT | -300   | -300     | 1     | 1     | -300       | ...transactions/6ILGK0shSAXTJUL51HKE
| 2024-04-29 | 3TLkYuaU6XxpQjKkEMwg | stock  | COVER | 290    | 290      | 1     | 1     | -10        | ...transactions/3TLkYuaU6XxpQjKkEMwg
| 2024-04-29 | u2p1YFbz2N0dWV5jld3W | stock  | COVER | 10     | 10       | 1     | 1     | 0          | ...transactions/u2p1YFbz2N0dWV5jld3W
| 2024-04-29 | d8FxD7GwhdSxzMZhRzxj | stock  | SHORT | -300   | -300     | 1     | 1     | -300       | ...transactions/d8FxD7GwhdSxzMZhRzxj
| 2024-04-29 | IdxZgGVQjLN1TMpXNm1u | stock  | SHORT | -100   | -100     | 1     | 1     | -400       | ...transactions/IdxZgGVQjLN1TMpXNm1u
| 2024-04-29 | qCA2Jdf0S9aHHuJbZ0Z5 | stock  | SHORT | -200   | -200     | 1     | 1     | -600       | ...transactions/qCA2Jdf0S9aHHuJbZ0Z5
| 2024-04-29 | o6xjpq2h4dmGspLdeSI7 | stock  | COVER | 600    | 600      | 1     | 1     | 0          | ...transactions/o6xjpq2h4dmGspLdeSI7
| 2024-04-29 | h4a5LnDReLsDxN1iAJ7Q | stock  | BUY  | 500    | 500      | 1     | 1     | 500        | ...transactions/h4a5LnDReLsDxN1iAJ7Q
| 2024-04-29 | Pm0KVvoDxobcHJw1pOpw | stock  | SELL | -300   | -300     | 1     | 1     | 200        | ...transactions/Pm0KVvoDxobcHJw1pOpw
| 2024-04-29 | tpfxLgvOvzW7YMWcLpgv | stock  | SELL | -200   | -200     | 1     | 1     | 0          | ...transactions/tpfxLgvOvzW7YMWcLpgv
| 2024-04-29 | bfzWYcra9bXzjEFTsVoQ | stock  | BUY  | 500    | 500      | 1     | 1     | 500        | ...transactions/bfzWYcra9bXzjEFTsVoQ
| 2024-04-29 | Rh95o2bz3wL0uDmkmwXR | stock  | SELL | -500   | -500     | 1     | 1     | 0          | ...transactions/Rh95o2bz3wL0uDmkmwXR
| 2024-04-29 | xoJcrlRZv70c2EVpNkZw | stock  | SHORT | -700   | -700     | 1     | 1     | -700       | ...transactions/xoJcrlRZv70c2EVpNkZw
| 2024-04-29 | uGgbvc10V6LMcEeMvPbf | stock  | COVER | 700    | 700      | 1     | 1     | 0          | ...transactions/uGgbvc10V6LMcEeMvPbf
| 2024-04-30 | OVBZKhcSJWelU21ZJ6Nx | stock  | BUY  | 200    | 200      | 1     | 1     | 200        | ...transactions/OVBZKhcSJWelU21ZJ6Nx
| 2024-04-30 | 43266nmq8KizkDJkpSx4 | stock  | BUY  | 100    | 100      | 1     | 1     | 300        | ...transactions/43266nmq8KizkDJkpSx4
| 2024-05-01 | yW5iUrccgVZyHGG4yMnA | stock  | SELL | -600   | -600     | 1     | 1     | -300       | ...transactions/yW5iUrccgVZyHGG4yMnA
| 2024-05-01 | kduN60BfjzASlAOH3x29 | stock  | SHORT | -10    | -10      | 1     | 1     | -310       | ...transactions/kduN60BfjzASlAOH3x29
| 2024-05-02 | WJfYfrZdW0gFC9IZOv31 | stock  | COVER | 10     | 10       | 1     | 1     | -300       | ...transactions/WJfYfrZdW0gFC9IZOv31
| 2024-05-02 | Q48gqFI4njlMBpuz65jc | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/Q48gqFI4njlMBpuz65jc
| 2024-05-02 | AS3KsklTaturYRPUv3cB | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/AS3KsklTaturYRPUv3cB
| 2024-05-02 | YABRN9yPQL9mQXnbbzp9 | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/YABRN9yPQL9mQXnbbzp9
| 2024-05-02 | cYpRRtt6mfArH66NjS8P | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/cYpRRtt6mfArH66NjS8P
| 2024-05-02 | 8V4JNnayimAvXgjFjiZe | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/8V4JNnayimAvXgjFjiZe
| 2024-05-02 | HwT8ZCNKnENppsFGCfOC | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/HwT8ZCNKnENppsFGCfOC
| 2024-05-02 | 7HPTK8c1Z3OOJFZCTxuZ | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/7HPTK8c1Z3OOJFZCTxuZ
| 2024-05-02 | 2aWTybCjKVpX9VK6TQMF | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/2aWTybCjKVpX9VK6TQMF
| 2024-05-02 | zLR95vtm1BP5zcZ196le | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/zLR95vtm1BP5zcZ196le
| 2024-05-02 | v61dWFHuPaZcmGNxgtr0 | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/v61dWFHuPaZcmGNxgtr0
| 2024-05-02 | T9HoRRQaXJe0TIFhcTC1 | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/T9HoRRQaXJe0TIFhcTC1
| 2024-05-02 | aPKIOQcYBiHFCWrMkjGY | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/aPKIOQcYBiHFCWrMkjGY
| 2024-05-02 | q1uViu3yK7AYxPlPeeNj | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/q1uViu3yK7AYxPlPeeNj
| 2024-05-02 | 5M03tY8ECvS2RdAFy9f1 | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/5M03tY8ECvS2RdAFy9f1
| 2024-05-02 | XhYXmdULEfiuFGyHYdZY | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/XhYXmdULEfiuFGyHYdZY
| 2024-05-02 | TDyH0aEKABNf5zGYENBW | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/TDyH0aEKABNf5zGYENBW
| 2024-05-02 | ew2y8E9SM6hd07CV5ujz | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/ew2y8E9SM6hd07CV5ujz
| 2024-05-02 | gBq88Uz3x9VRcueuaL00 | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/gBq88Uz3x9VRcueuaL00
| 2024-05-02 | Cjq6ijhdU9oN6keoxcQq | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/Cjq6ijhdU9oN6keoxcQq
| 2024-05-02 | m2FdDykqwaau9xZpFh8C | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/m2FdDykqwaau9xZpFh8C
| 2024-05-02 | Y5GBPn9ECA1UJnQ05O1W | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/Y5GBPn9ECA1UJnQ05O1W
| 2024-05-02 | 1kev3idGtyRp4FooTMJH | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/1kev3idGtyRp4FooTMJH
| 2024-05-02 | hhNS4N7RTXLHtlbndaB2 | stock  | BUY  | 300    | 300      | 1     | 1     | 0          | ...transactions/hhNS4N7RTXLHtlbndaB2
| 2024-05-02 | TMAActQ8SBigpXNELolF | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/TMAActQ8SBigpXNELolF
| 2024-05-02 | rklpGSs3ZRG4v7QXykZ0 | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/rklpGSs3ZRG4v7QXykZ0
| 2024-05-02 | GHEd4uaLMVvL8BiPx6pP | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/GHEd4uaLMVvL8BiPx6pP
| 2024-05-02 | kw5AcAn1hs3tPnOo0yEi | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/kw5AcAn1hs3tPnOo0yEi
| 2024-05-02 | v6NDg8K3c6YKGbyb2zeX | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/v6NDg8K3c6YKGbyb2zeX
| 2024-05-03 | RprmytXwhrwaXOrI8Dfh | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/RprmytXwhrwaXOrI8Dfh
| 2024-05-03 | QpdUn3jNXC6z85XAWSrM | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/QpdUn3jNXC6z85XAWSrM
| 2024-05-03 | aEnVjloKt7JQL3bgBuQz | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/aEnVjloKt7JQL3bgBuQz
| 2024-05-03 | MOfdtv67mE7p3Bx7SZBZ | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/MOfdtv67mE7p3Bx7SZBZ
| 2024-05-03 | 3ad6wTkmwGNR5is8fBcY | stock  | BUY  | 100    | 100      | 1     | 1     | -200       | ...transactions/3ad6wTkmwGNR5is8fBcY
| 2024-05-03 | EgfRrI5Q1qDzdIOlqSoP | stock  | BUY  | 100    | 100      | 1     | 1     | -100       | ...transactions/EgfRrI5Q1qDzdIOlqSoP
| 2024-05-03 | AekGFeCwplI9lkEGSVwB | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/AekGFeCwplI9lkEGSVwB
| 2024-05-03 | eDt4LpJDQ2yfAlHsKp6H | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/eDt4LpJDQ2yfAlHsKp6H
| 2024-05-03 | 1SsRLfxREzAdDWXJpxct | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/1SsRLfxREzAdDWXJpxct
| 2024-05-03 | R1O0HlSIsYPpUAQJ3LEJ | stock  | BUY  | 300    | 300      | 1     | 1     | 0          | ...transactions/R1O0HlSIsYPpUAQJ3LEJ
| 2024-05-03 | CSKERF1xV4JFhsIBz5Pp | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/CSKERF1xV4JFhsIBz5Pp
| 2024-05-06 | J1YscbtJadLWcIfP9YXU | stock  | BUY  | 150    | 150      | 1     | 1     | -150       | ...transactions/J1YscbtJadLWcIfP9YXU
| 2024-05-06 | NkCdv3prN9amKqHIDF7V | stock  | SELL | -150   | -150     | 1     | 1     | -300       | ...transactions/NkCdv3prN9amKqHIDF7V
| 2024-05-06 | eqJ4QiTIUk56nkyeVRSN | stock  | SHORT | -150   | -150     | 1     | 1     | -450       | ...transactions/eqJ4QiTIUk56nkyeVRSN
| 2024-05-06 | nkOoB2KKCpwLYOpVV6aR | stock  | SHORT | -150   | -150     | 1     | 1     | -600       | ...transactions/nkOoB2KKCpwLYOpVV6aR
| 2024-05-06 | tRHggbpdrwjiOkYwZntM | stock  | SHORT | -100   | -100     | 1     | 1     | -700       | ...transactions/tRHggbpdrwjiOkYwZntM
| 2024-05-06 | XABESR7vinONloP7F7Ev | stock  | COVER | 235    | 235      | 1     | 1     | -465       | ...transactions/XABESR7vinONloP7F7Ev
| 2024-05-06 | qrjMCXP9TyJgvRcLgKeT | stock  | COVER | 165    | 165      | 1     | 1     | -300       | ...transactions/qrjMCXP9TyJgvRcLgKeT
| 2024-05-06 | WzQn0poqXxGaiPmDFP6D | stock  | SHORT | -150   | -150     | 1     | 1     | -450       | ...transactions/WzQn0poqXxGaiPmDFP6D
| 2024-05-06 | O39Wxz1iCorzKYSOEF3X | stock  | COVER | 150    | 150      | 1     | 1     | -300       | ...transactions/O39Wxz1iCorzKYSOEF3X
| 2024-05-06 | aDwu0KjAucMxPCQcBND3 | stock  | BUY  | 150    | 150      | 1     | 1     | -150       | ...transactions/aDwu0KjAucMxPCQcBND3
| 2024-05-06 | 1rpt1bJYUDCxI0GP1P8a | stock  | BUY  | 150    | 150      | 1     | 1     | 0          | ...transactions/1rpt1bJYUDCxI0GP1P8a
| 2024-05-06 | 6DQ6Eh6fOsnAVNP1MQiF | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/6DQ6Eh6fOsnAVNP1MQiF
| 2024-05-06 | BZc3e6XGXIUTVsxNmu6b | stock  | SHORT | -150   | -150     | 1     | 1     | -450       | ...transactions/BZc3e6XGXIUTVsxNmu6b
| 2024-05-06 | ujowFirvYrroshXFPDvL | stock  | COVER | 150    | 150      | 1     | 1     | -300       | ...transactions/ujowFirvYrroshXFPDvL
| 2024-05-06 | Su3GnxPPuQuKWZBTQpmY | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/Su3GnxPPuQuKWZBTQpmY
| 2024-05-06 | 6BiadMpjwRTXN7HvF3NO | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/6BiadMpjwRTXN7HvF3NO
| 2024-05-06 | luTq17lWo7uCrBOekSTz | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/luTq17lWo7uCrBOekSTz
| 2024-05-06 | KeHz7vB8QVHy25ABueuV | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/KeHz7vB8QVHy25ABueuV
| 2024-05-06 | JnMmIXaheeVQ2deieSi2 | stock  | BUY  | 62     | 62       | 1     | 1     | -238       | ...transactions/JnMmIXaheeVQ2deieSi2
| 2024-05-06 | RS14ZCRem3qxXm30bx18 | stock  | BUY  | 138    | 138      | 1     | 1     | -100       | ...transactions/RS14ZCRem3qxXm30bx18
| 2024-05-06 | 58fKk8zosHmjjzwqcyf8 | stock  | SELL | -200   | -200     | 1     | 1     | -300       | ...transactions/58fKk8zosHmjjzwqcyf8
| 2024-05-06 | tJSfUcDPPAsGxR3BOwuP | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/tJSfUcDPPAsGxR3BOwuP
| 2024-05-06 | wbegXb7nWeDkcATfbMQN | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/wbegXb7nWeDkcATfbMQN
| 2024-05-06 | dO4rOiRQwFEQYQmMIbbk | stock  | SHORT | -200   | -200     | 1     | 1     | -500       | ...transactions/dO4rOiRQwFEQYQmMIbbk
| 2024-05-06 | VfMYb82I3wPj7JBqcZKY | stock  | BUY  | 300    | 300      | 1     | 1     | -200       | ...transactions/VfMYb82I3wPj7JBqcZKY
| 2024-05-06 | s31GOKrYXXsJaogo1LcT | stock  | COVER | 200    | 200      | 1     | 1     | 0          | ...transactions/s31GOKrYXXsJaogo1LcT
| 2024-05-06 | LbbXzZaeEa3Gcp6m8a4N | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/LbbXzZaeEa3Gcp6m8a4N
| 2024-05-06 | ZEbVmS0PPedpiCv1RL0d | stock  | BUY  | 290    | 290      | 1     | 1     | -10        | ...transactions/ZEbVmS0PPedpiCv1RL0d
| 2024-05-06 | vcc8H62z0xPt2mjdgjeS | stock  | BUY  | 10     | 10       | 1     | 1     | 0          | ...transactions/vcc8H62z0xPt2mjdgjeS
| 2024-05-06 | OZFTHj0wqzzqpcHDut5X | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/OZFTHj0wqzzqpcHDut5X
| 2024-05-06 | KnewPN0FM3NF4prjmEKo | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/KnewPN0FM3NF4prjmEKo
| 2024-05-06 | pMg46PTxEKLYDHyA2npv | stock  | SELL | -100   | -100     | 1     | 1     | -200       | ...transactions/pMg46PTxEKLYDHyA2npv
| 2024-05-06 | xrinjRZ2bpuXFuD90fuH | stock  | SELL | -100   | -100     | 1     | 1     | -300       | ...transactions/xrinjRZ2bpuXFuD90fuH
| 2024-05-06 | U1e5mzZzNyLwcoI382ML | stock  | BUY  | 150    | 150      | 1     | 1     | -150       | ...transactions/U1e5mzZzNyLwcoI382ML
| 2024-05-07 | M2QRkX2FM6hOjHnoaDOz | stock  | BUY  | 150    | 150      | 1     | 1     | 0          | ...transactions/M2QRkX2FM6hOjHnoaDOz
| 2024-05-07 | mJqj0Q31n4N7xgLwF6YK | stock  | BUY  | 150    | 150      | 1     | 1     | 150        | ...transactions/mJqj0Q31n4N7xgLwF6YK
| 2024-05-07 | mzulWqfGJw0voR9p3bH5 | stock  | SELL | -150   | -150     | 1     | 1     | 0          | ...transactions/mzulWqfGJw0voR9p3bH5
| 2024-05-07 | 0DmJBtv4Erv167CzIwqJ | stock  | SHORT | -200   | -200     | 1     | 1     | -200       | ...transactions/0DmJBtv4Erv167CzIwqJ
| 2024-05-07 | iEiZlD8RuLrJqjQhNgLJ | stock  | SELL | -300   | -300     | 1     | 1     | -500       | ...transactions/iEiZlD8RuLrJqjQhNgLJ
| 2024-05-08 | aEsz6TrNjsS5a0OtW4RZ | stock  | COVER | 200    | 200      | 1     | 1     | -300       | ...transactions/aEsz6TrNjsS5a0OtW4RZ
| 2024-05-08 | HfWNScDODeSFUDSCHopA | stock  | BUY  | 200    | 200      | 1     | 1     | -100       | ...transactions/HfWNScDODeSFUDSCHopA
| 2024-05-08 | zpBOvclAnc55tDohikTC | stock  | BUY  | 100    | 100      | 1     | 1     | 0          | ...transactions/zpBOvclAnc55tDohikTC
| 2024-05-08 | FIKvrV03Pz060wDCU97Q | stock  | SELL | -300   | -300     | 1     | 1     | -300       | ...transactions/FIKvrV03Pz060wDCU97Q
| 2024-05-08 | 843PNkrABGamptLCoMxH | stock  | BUY  | 250    | 250      | 1     | 1     | -50        | ...transactions/843PNkrABGamptLCoMxH
